ROUND,OPP,TF,CF,PF,DGF,TA,CA,PA,DGA
1,LIONS,1,1,6,0,3,2,3,0
2,BULLS,4,4,2,0,3,2,3,0
3,SUNWOLVES,4,3,4,0,4,4,1,0
4,JAGUARES,2,2,0,0,5,5,2,0
5,SHARKS,3,3,0,0,4,3,4,0
6,STORMERS,1,1,1,0,8,5,1,0
8,CHIEFS,3,3,2,0,6,4,1,0
9,BULLS,1,0,3,0,2,2,2,0
10,CRUSADERS,3,3,0,0,7,5,1,0
11,HIGHLANDERS,6,4,1,0,6,6,1,0
12,BLUES,4,3,2,0,8,5,0,0
13,HURRICANES,1,1,0,0,9,8,0,0
14,SUNWOLVES,7,6,0,0,1,1,0,0
15,STORMERS,4,4,2,0,6,5,0,0
17,KINGS,2,1,3,0,3,1,2,0
