ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,SHARKS,BNE,4,1,2,0,2,2,4,0
2,FORCE,PER,3,2,0,0,3,1,3,0
3,CRUSADERS,BNE,2,2,2,0,3,2,1,0
4,LIONS,JNB,2,2,0,0,7,3,1,0
5,JAGUARES,BUE,1,0,1,0,3,2,1,0
6,HURRICANES,BNE,2,1,1,0,5,3,1,0
7,BRUMBIES,CBR,1,1,1,0,6,5,1,0
8,KINGS,BNE,7,6,0,0,5,3,1,0
10,WARATAHS,BNE,4,3,0,0,2,2,5,0
11,CHIEFS,NPL,3,1,0,0,6,5,2,0
12,REDS,MEL,5,2,0,0,2,1,4,0
14,FORCE,BNE,4,3,0,0,4,4,4,0
15,BLUES,APW,4,3,1,0,5,3,1,0
16,BRUMBIES,BNE,1,1,3,0,2,1,1,0
17,HIGHLANDERS,DUN,3,1,0,0,6,5,0,0
