ROUND,OPP,TF,CF,PF,DGF,TA,CA,PA,DGA
1,WARATAHS,1,1,2,0,1,1,4,0
2,REDS,3,1,3,0,3,2,0,0
3,BRUMBIES,2,2,1,0,4,1,1,0
5,CRUSADERS,2,2,1,0,7,5,0,0
6,BLUES,2,1,1,0,4,2,0,0
7,KINGS,6,5,2,0,6,4,1,0
9,CHIEFS,1,1,0,0,1,1,3,0
10,LIONS,0,0,5,0,3,3,1,0
11,SHARKS,2,1,0,0,4,4,3,0
12,JAGUARES,2,0,2,0,0,0,2,0
13,HIGHLANDERS,0,0,2,0,8,5,1,0
14,REDS,4,4,4,0,4,3,0,0
15,HURRICANES,2,1,0,0,6,2,0,0
16,REBELS,4,4,1,0,3,2,1,0
17,WARATAHS,5,3,3,0,1,0,2,0
