,Attack,Defense,Overall,Standardised,Quantile
AUS,4.296875,-10.640625,14.9375,1.7375069329992674,0.9588511343280134
NE,7.3125,-2.28125,9.59375,1.0354934993283529,0.8497807496201891
LA,-0.078125,-9.078125,9.0,0.9574920066982513,0.8308405104956982
ATL,4.078125,-1.65625,5.734375,0.5284837972326925,0.7014182050013834
RUNY,0.203125,-3.53125,3.734375,0.2657419273207713,0.6047810146796222
SEA,-1.671875,-4.28125,2.609375,0.11794962549531561,0.5469462139053286
UTAH,3.375,1.046875,2.328125,0.08100155003895168,0.5322796400977174
SD,1.515625,0.34375,1.171875,-0.07089609350387777,0.47174022624313183
TOR,-5.203125,-5.0625,-0.140625,-0.24332044563357608,0.4038785834659335
HOU,-4.40625,-2.515625,-1.890625,-0.47321958180650714,0.31802826435045445
NOLA,-3.140625,-0.90625,-2.234375,-0.5183783406976187,0.3020971617703758
DAL,8.59375,17.34375,-8.75,-1.3743420887700495,0.08466775279703986
OGDC,-3.328125,10.515625,-13.84375,-2.0435127887019737,0.02050085135150807
