,Attack,Defense,Overall,Standardised,Quantile
AUS,5.160984848484848,-11.40151515151515,16.5625,1.6623123781748657,0.9517749214092148
LA,2.0192837465564737,-10.339531680440771,12.358815426997245,1.2072277566913898,0.8863277781325756
NE,5.882231404958679,-3.0640495867768593,8.946280991735538,0.8377918690074868,0.7989261969277603
ATL,4.309917355371902,-3.46556473829201,7.7754820936639115,0.7110429267143212,0.7614711823108357
SEA,-1.8535353535353536,-5.142676767676767,3.289141414141414,0.2253583767605591,0.5891497553366991
SD,3.30239898989899,1.5631313131313134,1.7392676767676765,0.05757135780825833,0.5229549675116077
RUNY,-0.5378787878787873,-0.7327823691460057,0.19490358126721735,-0.10961919553325103,0.4563556932838115
HOU,-4.250000000000001,-3.8464187327823693,-0.4035812672176313,-0.17441027250546332,0.43077152087851434
UTAH,0.1604683195592287,0.7754820936639123,-0.6150137741046836,-0.197299640319582,0.42179653039860376
TOR,-2.4738292011019274,-1.6914600550964194,-0.7823691460055087,-0.21541728324736964,0.41472099811044993
NOLA,-1.6104797979797973,3.467803030303031,-5.078282828282828,-0.6804864905281552,0.24809823648181428
OGDC,-3.3099173553719,6.692837465564737,-10.002754820936637,-1.2136024829067225,0.11244977923270338
DAL,0.5088383838383844,18.796085858585858,-18.287247474747474,-2.1104693001163377,0.01740897639784087
