ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,CHIEFS,AKL,4,3,1,0,5,3,1,1
2,WARATAHS,NTL,5,2,1,0,2,1,0,0
3,CRUSADERS,AKL,1,0,1,0,3,2,2,0
4,BULLS,PRE,3,1,2,0,2,1,3,0
5,STORMERS,CPT,3,3,4,0,2,2,0,0
6,HURRICANES,WLG,3,3,1,0,2,1,1,0
