ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,SUNWOLVES,TYO,4,2,1,0,5,4,1,0
2,BRUMBIES,CBR,4,3,0,0,6,3,0,1
3,WARATAHS,MEL,3,0,3,0,1,1,1,0
4,SHARKS,BAL,3,3,1,0,5,4,1,0
5,HIGHLANDERS,DUN,4,4,0,0,3,2,1,0
6,LIONS,MEL,5,3,2,0,2,2,1,0
