ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,BULLS,DUR,2,2,3,0,0,0,4,1
2,HIGHLANDERS,DUN,5,4,3,0,3,1,1,0
3,HURRICANES,WLG,3,2,1,0,5,5,1,0
4,REBELS,BAL,5,4,1,0,3,3,1,0
5,REDS,BNE,4,2,3,0,3,1,2,0
6,JAGUARES,DUR,4,2,3,0,3,2,0,0
