ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,BLUES,AKL,5,3,1,1,4,3,1,0
2,CRUSADERS,HLZ,3,2,2,0,2,1,1,0
3,SUNWOLVES,TYO,7,4,0,0,3,1,0,0
4,BRUMBIES,HLZ,2,2,0,0,4,3,0,0
6,WARATAHS,WOL,7,5,2,0,2,2,0,0
