ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,BRUMBIES,CBR,3,3,1,0,4,2,1,0
2,LIONS,JNB,2,2,2,0,4,2,1,0
3,JAGUARES,BUE,4,2,1,0,6,5,1,0
4,SUNWOLVES,BNE,10,7,0,0,1,0,0,0
5,SHARKS,BNE,3,1,2,0,4,2,3,0
6,CRUSADERS,CHC,4,0,0,0,3,3,1,0
