ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,JAGUARES,BUE,1,0,1,0,5,5,1,0
2,REDS,JNB,4,2,1,0,2,2,2,0
3,STORMERS,JNB,4,2,2,0,4,2,3,0
5,WARATAHS,PAR,2,2,1,0,5,2,0,0
6,REBELS,MEL,2,2,1,0,5,3,2,0
