ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,LIONS,BUE,5,5,1,0,1,0,1,0
2,HURRICANES,BUE,2,2,3,0,2,2,4,0
3,REDS,BUE,6,5,1,0,4,2,1,0
4,STORMERS,CPT,1,1,0,0,2,2,1,0
5,BULLS,PRE,6,3,1,0,3,3,1,0
6,SHARKS,DUR,3,2,0,0,4,2,3,0
