ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,HURRICANES,CPT,4,2,1,0,0,0,0,0
2,BULLS,CPT,2,0,1,0,0,0,0,0
3,LIONS,JNB,4,2,3,0,4,2,2,0
4,JAGUARES,CPT,2,2,1,0,1,1,0,0
5,BLUES,CPT,2,2,0,0,3,3,4,0
