ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,SHARKS,DUR,0,0,4,1,2,2,3,0
2,STORMERS,CPT,0,0,0,0,2,0,1,0
4,BLUES,PRE,2,1,3,0,3,1,2,0
5,JAGUARES,PRE,3,3,1,0,6,3,1,0
6,HIGHLANDERS,PRE,6,4,0,0,1,1,2,0
