ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,SHARKS,DUN,3,1,1,0,5,4,3,0
3,BRUMBIES,CBR,2,2,3,0,3,2,1,0
4,CRUSADERS,CHC,2,0,1,0,5,4,0,0
5,REBELS,DUN,3,2,1,0,4,4,0,0
6,BULLS,PRE,1,1,2,0,6,4,0,0
