ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,REDS,CBR,3,3,1,0,4,2,1,0
2,REBELS,CBR,6,3,0,1,4,3,0,0
3,HIGHLANDERS,CBR,3,2,1,0,2,2,3,0
4,CHIEFS,HLZ,4,3,0,0,2,2,0,0
6,SUNWOLVES,WOL,7,6,0,0,2,2,0,0
