ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,CRUSADERS,NSN,3,2,2,0,6,5,1,0
2,BLUES,NTL,2,1,0,0,5,2,1,0
3,REBELS,MEL,1,1,1,0,3,0,3,0
4,LIONS,PAR,5,2,0,0,2,2,1,0
5,CHIEFS,WOL,2,2,0,0,7,5,2,0
