ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,WARATAHS,NSN,6,5,1,0,3,2,2,0
2,CHIEFS,HLZ,2,1,1,0,3,2,2,0
3,BLUES,AKL,3,2,2,0,1,0,1,0
4,HIGHLANDERS,CHC,5,4,0,0,2,0,1,0
5,REDS,CHC,3,3,1,0,4,0,0,0
