ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,STORMERS,CPT,0,0,0,0,4,2,1,0
2,JAGUARES,BUE,2,2,4,0,2,2,3,0
3,SHARKS,WLG,5,5,1,0,3,2,1,0
5,SUNWOLVES,NPE,10,6,0,0,2,1,1,0
6,BLUES,WLG,2,1,1,0,3,3,1,0
