ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,REBELS,TYO,5,4,1,0,4,2,1,0
3,CHIEFS,TYO,3,1,0,0,7,4,0,0
4,REDS,BNE,1,0,0,0,10,7,0,0
5,HURRICANES,NPE,2,1,1,0,10,6,0,0
6,BRUMBIES,WOL,2,2,0,0,7,6,0,0
