,Attack,Defense,Overall,Standardised,Quantile
CRUSADERS,6.741319444444445,-7.053819444444445,13.79513888888889,2.6740833596505005,0.9962533088645236
BULLS,1.6770833333333335,-3.6076388888888893,5.284722222222223,0.9616968703005782,0.8318990525290909
SHARKS,-0.9305555555555556,-4.6342592592592595,3.7037037037037033,0.6435791027972466,0.7400757976101566
HURRICANES,1.4120370370370372,-0.933641975308642,2.345679012345679,0.37033006872898766,0.6444317138402021
JAGUARES,2.5868055555555554,1.0902777777777777,1.4965277777777786,0.19947179486982922,0.5790531477811336
WARATAHS,-2.317708333333333,-3.1909722222222228,0.8732638888888897,0.07406446119446769,0.5295204532887231
REBELS,2.0663580246913584,1.6558641975308634,0.4104938271604948,-0.019049804818281363,0.4924006870528982
BLUES,-1.868827160493827,-1.83641975308642,-0.03240740740740714,-0.10816625115645237,0.4569319077615031
REDS,-1.1033950617283947,-0.9614197530864202,-0.1419753086419746,-0.130212480041505,0.44819916050030917
STORMERS,-4.401234567901235,-4.075617283950617,-0.3256172839506167,-0.16716320169391735,0.43362081888019366
HIGHLANDERS,0.6545138888888888,1.90625,-1.2517361111111112,-0.35350817506916066,0.36185375054516544
BRUMBIES,-0.8796296296296293,1.3163580246913575,-2.1959876543209864,-0.5435016440697468,0.29339222960786343
LIONS,-0.8780864197530861,2.7654320987654315,-3.6435185185185173,-0.8347602735652321,0.20192634878223947
CHIEFS,1.9305555555555556,6.2947530864197505,-4.364197530864198,-0.9797685677810017,0.1636001854732163
SUNWOLVES,-0.9845679012345678,7.391975308641975,-8.376543209876543,-1.7870952593463125,0.03696104678975403
