,Attack,Defense,Overall,Standardised,Quantile
CRUSADERS,4.660000000000001,-4.546666666666668,9.206666666666669,1.7492049036989246,0.9598721966194051
SHARKS,0.02666666666666657,-7.553333333333335,7.580000000000001,1.4105028405372524,0.9208043708566174
BULLS,2.5,-2.5333333333333337,5.033333333333331,0.8802397744398802,0.8106352846283902
HURRICANES,3.3444444444444446,-1.3500000000000003,4.694444444444445,0.8096768446145324,0.7909370351683211
STORMERS,-3.293333333333333,-7.053333333333333,3.7600000000000007,0.6151082413911949,0.7307583801090833
WARATAHS,-4.513333333333334,-7.573333333333333,3.0599999999999996,0.46935530437490147,0.6805921547340368
LIONS,3.055555555555555,2.672222222222222,0.38333333333333286,-0.08797616431121037,0.46494781039787
REBELS,1.0066666666666664,0.7866666666666667,0.21999999999999958,-0.12198518294834546,0.4514553764616839
REDS,0.33333333333333287,0.11999999999999958,0.2133333333333333,-0.12337330615802436,0.45090574708302333
BLUES,-2.1733333333333342,-2.353333333333334,0.17999999999999972,-0.13031392220641932,0.44815903283325537
HIGHLANDERS,-0.4599999999999994,1.6133333333333326,-2.073333333333332,-0.5994995670779154,0.27441989934249533
JAGUARES,-0.8133333333333326,1.8399999999999999,-2.6533333333333324,-0.7202662863199869,0.23568052905899073
BRUMBIES,-1.4833333333333332,2.41111111111111,-3.8944444444444435,-0.9786885571885577,0.16386694385295536
SUNWOLVES,-0.4166666666666661,6.355555555555554,-6.772222222222221,-1.5778950760333188,0.05729485819859538
CHIEFS,1.7722222222222221,8.62222222222222,-6.849999999999999,-1.5940898468129068,0.05545795633766654
