ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,ITALY,RWC,3,2,1,0,7,6,0,0
2,SOUTH AFRICA,RWC,0,0,1,0,9,6,0,0
3,NEW ZEALAND,RWC,0,0,3,0,11,8,0,0
