ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,CANADA,RWC,3,1,1,0,3,1,0,0
2,UNITED STATES,RWC,5,2,1,0,4,1,1,0
3,FIJI,RWC,3,3,3,0,5,1,0,0
4,GEORGIA,RWC,1,1,0,0,5,4,0,0
5,AUSTRALIA,RWC,1,1,1,0,7,5,0,0
6,WALES,RWC,1,1,2,0,5,5,0,0
