ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,SOUTH AFRICA,RWC,2,2,1,0,5,5,0,0
2,ARGENTINA,RWC,1,1,3,0,1,1,1,0
3,NEW ZEALAND,RWC,6,4,3,0,4,3,0,0
4,NEW ZEALAND,RWC,0,0,0,0,5,4,1,0
5,SAMOA,RWC,6,2,0,0,2,1,1,0
6,FIJI,RWC,6,3,1,0,2,1,3,0
7,WALES,RWC,3,2,2,0,2,2,3,2
8,URUGUAY,RWC,7,5,0,0,1,1,1,0
9,GEORGIA,RWC,4,2,1,0,1,0,1,0
