ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,IRELAND,RWC,2,2,2,0,3,2,2,0
2,SCOTLAND,RWC,3,2,1,0,1,1,2,0
3,ITALY,RWC,4,3,0,0,2,0,2,0
4,FRANCE,RWC,4,3,0,0,2,2,0,0
5,WALES,RWC,1,1,0,0,1,1,6,0
6,ITALY,RWC,5,2,0,0,2,0,0,0
7,ENGLAND,RWC,2,1,1,0,8,7,1,0
8,WALES,RWC,3,2,1,0,2,2,1,0
9,WALES,RWC,3,2,0,0,1,1,1,0
10,SCOTLAND,RWC,4,2,1,0,0,0,1,0
11,JAPAN,RWC,2,1,0,0,1,1,4,0
12,RUSSIA,RWC,5,5,0,0,0,0,0,0
13,SAMOA,RWC,7,6,0,0,1,0,0,0
14,NEW ZEALAND,RWC,2,2,0,0,7,4,1,0
