ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,URUGUAY,RWC,4,1,1,0,5,2,1,0
2,CANADA,RWC,4,2,2,0,3,2,2,0
3,CANADA,RWC,6,4,3,0,3,2,0,0
4,SAMOA,RWC,1,1,2,0,1,1,1,0
5,JAPAN,RWC,2,2,2,0,4,4,1,0
6,CANADA,RWC,3,1,1,0,2,1,1,0
7,ENGLAND,RWC,1,1,0,0,7,5,0,0
8,FRANCE,RWC,0,0,3,0,5,4,0,0
9,ARGENTINA,RWC,3,1,0,0,7,6,0,0
10,TONGA,RWC,3,2,0,0,4,4,1,0
