ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,IRELAND,RWC,3,2,2,0,2,2,2,0
2,FRANCE,RWC,6,4,2,0,1,1,1,0
3,WALES,RWC,1,1,2,0,2,1,3,0
4,ITALY,RWC,8,7,1,0,2,2,0,0
5,SCOTLAND,RWC,5,5,1,0,6,4,0,0
6,WALES,RWC,3,3,3,1,3,2,0,0
7,WALES,RWC,0,0,2,0,1,1,2,0
8,IRELAND,RWC,8,7,1,0,2,1,1,0
9,ITALY,RWC,4,4,3,0,0,0,0,0
10,TONGA,RWC,4,3,3,0,0,0,1,0
11,UNITED STATES,RWC,7,5,0,0,1,1,0,0
12,ARGENTINA,RWC,6,3,1,0,1,1,1,0
