ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,TONGA,RWC,2,1,1,0,3,2,2,0
2,JAPAN,RWC,1,1,0,0,5,5,2,0
3,CANADA,RWC,5,4,0,0,3,0,1,0
4,FIJI,RWC,3,2,0,0,5,2,0,0
5,NEW ZEALAND,RWC,1,1,0,0,14,11,0,0
6,ENGLAND,RWC,0,0,1,0,4,3,3,0
7,ARGENTINA,RWC,2,1,0,0,4,4,0,0
8,FRANCE,RWC,3,3,0,0,2,2,3,0
9,UNITED STATES,RWC,4,4,1,0,3,2,0,0
