ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,WALES,RWC,2,0,2,1,3,3,1,0
2,ENGLAND,RWC,1,0,1,0,6,4,2,0
3,SCOTLAND,RWC,4,2,1,0,1,1,1,0
4,IRELAND,RWC,2,2,0,0,4,3,0,0
5,ITALY,RWC,3,2,1,1,1,0,3,0
6,SCOTLAND,RWC,2,2,0,0,2,2,1,0
7,ITALY,RWC,7,6,0,0,3,2,0,0
8,ARGENTINA,RWC,2,2,2,1,2,1,3,0
9,UNITED STATES,RWC,5,4,0,0,0,0,3,0
10,TONGA,RWC,2,2,3,0,3,3,0,0
11,WALES,RWC,3,2,0,0,2,2,2,0
