ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,ARGENTINA,RWC,2,2,2,0,1,1,3,0
2,SOUTH AFRICA,RWC,1,1,3,0,1,1,3,0
3,AUSTRALIA,RWC,4,3,0,0,6,4,3,0
4,AUSTRALIA,RWC,5,4,1,0,0,0,0,0
5,TONGA,RWC,14,11,0,0,1,1,0,0
6,SOUTH AFRICA,RWC,2,2,3,0,1,1,1,1
7,CANADA,RWC,9,9,0,0,0,0,0,0
8,NAMIBIA,RWC,11,8,0,0,0,0,3,0
