ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,AUSTRALIA,RWC,5,5,0,0,2,2,1,0
2,NEW ZEALAND,RWC,1,1,3,0,1,1,3,0
3,ARGENTINA,RWC,5,3,5,0,1,1,2,0
4,ARGENTINA,RWC,2,1,4,0,2,1,2,0
5,JAPAN,RWC,6,4,1,0,1,1,0,0
6,NEW ZEALAND,RWC,1,1,1,1,2,2,3,0
7,NAMIBIA,RWC,9,6,0,0,0,0,1,0
8,ITALY,RWC,7,4,2,0,0,0,1,0
9,CANADA,RWC,10,8,0,0,1,1,0,0
