,Attack,Defense,Overall,Standardised,Quantile
CRUSADERS,7.205662393162394,-7.745192307692309,14.950854700854704,2.449217996939971,0.9928416615243659
HURRICANES,2.2095660749506907,-2.5177514792899416,4.727317554240631,0.7592073813888147,0.776135744391047
BULLS,1.3739316239316235,-2.044337606837608,3.4182692307692313,0.5428140205382794,0.7063710705775853
SHARKS,-1.9385683760683758,-4.4123931623931645,2.4738247863247866,0.38669181801485597,0.6505078129323426
JAGUARES,1.7654914529914534,0.2788461538461533,1.4866452991453007,0.2235052624360742,0.5884288560575734
HIGHLANDERS,2.8573717948717943,1.4326923076923068,1.4246794871794881,0.2132619505058042,0.5844386750242516
STORMERS,-2.9209401709401717,-3.128205128205129,0.207264957264958,0.012016192841278056,0.504793652015216
BLUES,-3.3883547008547006,-3.2654914529914536,-0.12286324786324698,-0.04255593451136656,0.48302776140471254
BRUMBIES,-1.6581196581196582,-1.2280982905982913,-0.4300213675213665,-0.09333097209675596,0.46282031364325676
REBELS,1.009615384615385,1.5940170940170935,-0.5844017094017083,-0.11885094750923865,0.45269672221179685
WARATAHS,-0.9764957264957262,-0.28792735042735096,-0.6885683760683753,-0.1360703080816751,0.4458828499489533
REDS,-0.7361111111111107,1.5416666666666663,-2.2777777777777772,-0.39877593732782046,0.3450291543850983
LIONS,-0.008012820512820262,3.379273504273504,-3.3872863247863236,-0.5821842035275662,0.2802213061578117
CHIEFS,1.2549309664694286,6.205621301775149,-4.950690335305718,-0.8406240503518217,0.2002792904642467
SUNWOLVES,-5.338675213675214,8.889957264957264,-14.228632478632479,-2.3743222692588333,0.008790599015607145
