ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,DAL,AUS,6,5,1,0,1,1,0,0
2,OGDC,AUS,8,7,1,0,2,1,0,0
3,UTAH,AUS,4,2,0,0,1,1,1,0
4,SEA,SEA,3,2,2,0,2,1,2,0
5,LA,AUS,3,2,1,0,0,0,3,0
6,ATL,ATL,2,2,0,0,3,1,4,0
7,NE,AUS,2,2,1,0,3,2,2,0
9,HOU,AUS,6,5,1,0,1,0,0,0
10,SD,SD,4,3,3,0,2,1,3,0
11,DAL,DAL,9,6,0,0,0,0,1,0
12,NOLA,NO,4,3,2,0,2,0,0,0
13,SEA,AUS,2,2,1,0,0,0,2,0
14,LA,LA,1,0,1,0,1,1,1,0
16,UTAH,SLC,1,0,1,0,3,2,1,0
