ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,CHIEFS,CHC,7,5,0,0,2,2,3,0
3,STORMERS,CHC,7,5,0,0,4,4,0,0
4,HURRICANES,WLG,3,2,0,0,4,3,1,0
5,HIGHLANDERS,DUN,2,2,1,0,3,2,2,0
6,BULLS,CHC,5,4,0,0,2,2,0,0
7,LIONS,JNB,2,2,0,0,1,0,1,0
8,JAGUARES,BUE,6,5,0,0,2,2,0,0
10,SUNWOLVES,CHC,5,4,0,0,1,0,2,0
11,BRUMBIES,CBR,3,3,0,0,1,0,1,0
12,REBELS,MEL,9,6,1,0,1,1,1,0
13,WARATAHS,CHC,5,3,0,0,4,3,1,0
14,BLUES,AKL,4,3,2,0,4,2,0,0
15,HURRICANES,CHC,3,3,1,0,1,1,2,0
16,CRUSADERS,HLZ,4,4,2,0,3,1,1,0
