ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,BULLS,PRE,3,2,0,0,3,0,2,0
3,JAGUARES,BUE,5,3,1,0,0,0,3,0
4,CRUSADERS,WLG,4,3,1,0,3,2,0,0
5,HIGHLANDERS,WLG,4,3,1,0,2,1,0,0
7,REBELS,MEL,7,3,3,0,1,1,4,0
8,SHARKS,NPE,4,3,4,0,4,4,3,0
9,CHIEFS,WLG,3,2,2,0,1,1,2,0
11,SUNWOLVES,WLG,7,4,0,0,2,1,1,0
12,LIONS,WLG,4,4,0,0,3,2,0,0
13,BLUES,AKL,5,4,1,0,2,1,1,0
14,REDS,WLG,5,5,1,0,4,4,2,0
