ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,SUNWOLVES,TYO,5,2,1,0,3,2,2,0
3,REDS,BNE,2,0,0,0,0,0,6,0
4,REBELS,MEL,2,0,0,0,5,4,0,0
5,SHARKS,CBR,2,1,4,0,2,2,1,0
7,WARATAHS,CBR,1,0,4,0,2,1,4,0
8,REDS,CBR,7,5,0,0,2,1,3,0
9,HIGHLANDERS,DUN,2,2,1,0,6,5,1,0
10,JAGUARES,CBR,3,1,1,0,3,2,2,0
11,CRUSADERS,CBR,1,0,1,0,3,3,0,0
13,REBELS,CBR,3,3,1,0,4,2,1,0
14,LIONS,JNB,3,3,1,0,6,6,0,0
15,BULLS,PRE,5,5,1,0,3,2,3,0
16,SUNWOLVES,CBR,7,3,0,0,4,4,1,0
