ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,LIONS,JNB,3,2,0,0,4,3,0,0
3,WARATAHS,DUR,3,3,1,0,3,3,1,0
4,SUNWOLVES,DUR,7,6,1,0,3,2,1,0
5,BRUMBIES,CBR,2,2,1,0,2,1,4,0
6,REBELS,MEL,2,2,0,0,6,5,2,0
7,BLUES,AKL,6,6,7,0,6,5,0,0
8,HURRICANES,NPE,4,4,3,0,4,3,4,0
9,BULLS,DUR,1,1,1,0,6,5,0,0
10,STORMERS,DUR,3,3,1,0,2,2,1,0
12,HIGHLANDERS,DUR,5,5,1,0,2,1,0,0
13,BULLS,PRE,3,3,5,0,5,4,2,0
