ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,BRUMBIES,TYO,3,2,2,0,5,2,1,0
3,REBELS,TYO,2,2,1,0,6,2,1,0
4,SHARKS,DUR,3,2,1,0,7,6,1,0
5,LIONS,JNB,5,5,1,0,6,5,0,0
6,CHIEFS,TYO,2,0,0,0,9,8,0,0
8,WARATAHS,TYO,4,3,1,0,7,6,1,0
9,BLUES,TYO,1,1,1,0,4,2,0,0
10,CRUSADERS,CHC,1,0,2,0,5,4,0,0
11,HURRICANES,WLG,2,1,1,0,7,4,0,0
13,REDS,TYO,6,6,7,0,4,4,0,0
14,STORMERS,HKG,2,2,3,1,3,1,2,0
15,REBELS,MEL,1,1,2,0,6,5,0,0
