ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
2,REDS,MEL,7,5,0,0,3,2,1,0
3,SUNWOLVES,TYO,6,2,1,0,2,2,1,0
4,BRUMBIES,MEL,5,4,0,0,2,0,0,0
5,WARATAHS,SYD,4,2,1,0,6,6,3,0
6,SHARKS,MEL,6,5,2,0,2,2,0,0
7,HURRICANES,MEL,1,1,4,0,7,3,3,0
9,JAGUARES,MEL,3,2,1,0,3,2,2,0
10,BULLS,PRE,1,1,1,0,4,4,0,0
11,STORMERS,CPT,2,1,2,0,4,4,2,0
12,CRUSADERS,MEL,1,1,1,0,9,6,1,0
13,BRUMBIES,CBR,4,2,1,0,3,3,4,0
14,SUNWOLVES,MEL,6,5,0,0,1,1,2,0
16,BLUES,AKL,3,1,1,0,1,1,1,0
17,WARATAHS,MEL,2,2,4,0,4,4,1,0
