,Attack,Defense,Overall,Standardised,Quantile
CHIEFS,6.25,-7.75,14.0,2.024630690591442,0.9785473498034756
STORMERS,-1.5,-10.25,8.75,1.3015483010944984,0.9034645786390827
BULLS,-1.25,-8.25,7.0,1.0605208379288507,0.8555461424447262
HURRICANES,4.5,-0.25,4.75,0.7506283852873035,0.7735618333584258
JAGUARES,3.5,1.75,1.75,0.33743844843190707,0.6321067975989743
BLUES,0.75,-0.25,1.0,0.23414096421805794,0.5925622275923077
CRUSADERS,-0.75,0.25,-1.0,-0.041318993685539644,0.4835207956142194
SHARKS,2.5,3.75,-1.25,-0.07575148842348935,0.4698084058989146
SUNWOLVES,-1.5,0.5,-2.0,-0.17904897263733843,0.4289496241781623
BRUMBIES,-0.75,2.25,-3.0,-0.3167789515891372,0.3757056682540338
REBELS,-0.25,3.75,-4.0,-0.454508930540936,0.3247312828183192
HIGHLANDERS,2.5,9.5,-7.0,-0.8676988673963324,0.19277960303266367
LIONS,-4.5,2.75,-7.25,-0.902131362134282,0.18349354533776924
REDS,-5.75,2.5,-8.25,-1.0398613410860809,0.14920216270380376
WARATAHS,-6.25,7.75,-14.0,-1.831808720058924,0.0334899618127651
