,Attack,Defense,Overall,Standardised,Quantile
HURRICANES,5.363945578231292,-10.356292517006803,15.720238095238097,1.788682595851757,0.9631670262885751
CRUSADERS,3.463435374149659,-9.193027210884354,12.656462585034015,1.433464872353303,0.9241374846367355
HIGHLANDERS,3.6190476190476186,-5.1726190476190474,8.791666666666666,0.9853759039102071,0.8377802694311338
CHIEFS,2.343537414965985,-3.680272108843537,6.023809523809523,0.6644673027479903,0.7468043652729082
WARATAHS,4.428571428571429,0.3188775510204077,4.109693877551021,0.4425424913144573,0.6709516553278063
REBELS,3.857142857142857,0.7525510204081627,3.1045918367346945,0.32600978268965225,0.6277915231886815
BULLS,-0.0025510204081631927,-1.4795918367346939,1.4770408163265307,0.1373096098403486,0.5546069625847944
LIONS,5.133928571428571,5.165178571428571,-0.031250000000000444,-0.037563395170859555,0.48501789686661323
SHARKS,0.31026785714285676,3.151785714285714,-2.841517857142857,-0.3633891442541104,0.3581571049845079
JAGUARES,-2.879464285714285,0.24553571428571397,-3.124999999999999,-0.3962563961473374,0.34595794542685376
STORMERS,-0.6302083333333335,3.3177083333333335,-3.947916666666667,-0.49166631896599655,0.3114776260497154
BRUMBIES,-6.7687074829931975,-0.9608843537414974,-5.8078231292517,-0.7073060541094861,0.23968815204397215
BLUES,-1.9447278911564625,4.166666666666666,-6.111394557823128,-0.7425024813337292,0.22889147448404157
REDS,-8.214285714285714,-0.8903061224489797,-7.323979591836734,-0.8830910113667005,0.18859355014880558
SUNWOLVES,-6.982142857142857,11.32142857142857,-18.303571428571427,-2.1560777573594945,0.015538796996878768
