ROUND,OPP,TF,CF,PF,DGF,TA,CA,PA,DGA
1,SUNWOLVES,4,3,0,0,1,1,2,0
2,CHIEFS,4,2,4,0,4,3,2,0
3,HIGHLANDERS,2,1,1,0,4,4,1,1
4,CHEETAHS,5,4,2,0,3,2,1,0
5,CRUSADERS,4,4,3,0,6,5,1,0
7,SHARKS,2,1,4,0,0,0,3,0
8,STORMERS,2,2,4,1,1,1,5,0
9,KINGS,7,5,0,0,2,0,0,0
10,HURRICANES,3,1,0,0,7,6,1,0
11,BLUES,7,4,0,0,1,0,0,0
13,JAGUARES,8,3,2,0,2,1,4,0
14,BULLS,7,6,3,0,3,1,1,0
15,SHARKS,5,3,2,0,2,0,0,0
16,KINGS,8,7,1,0,3,3,0,0
